design_object_count,layout_count,composition
8,1,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Separator', 'Title']]"
8,1,"Group:[types=['Chart', 'Group'], roles=['Decoration', 'Description', 'Separator']]"
7,4,"Group:[types=['VStack'], roles=['Title']]"
7,2,"Group:[types=['Group', 'LayeredDiagram', 'SVG'], roles=['Decoration', 'Description']]"
7,4,"Group:[types=['Image', 'Table'], roles=['Description']]"
7,4,"Group:[types=['SVG', 'Text'], roles=['Background', 'Description', 'Marker', 'Subtitle', 'Title']]"
7,3,"Group:[types=['SVG'], roles=['Background', 'Decoration', 'Description']]"
7,5,"Group:[types=['Group', 'Table', 'VStack'], roles=['Description', 'Title']]"
7,2,"Group:[types=['LayeredDiagram', 'SVG'], roles=['Decoration', 'Description']]"
7,6,"Group:[types=['Group', 'HStack', 'SVG', 'VStack'], roles=['Background', 'Description', 'Highlight', 'Title']]"
7,5,"Group:[types=['Chart', 'Group', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Title']]"
7,7,"Group:[types=['Group', 'HStack'], roles=['Background', 'Decoration', 'Title']]"
7,4,"Group:[types=['Group', 'HStack', 'VStack'], roles=['Decoration', 'Description', 'Highlight']]"
7,5,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Description', 'Separator', 'Title']]"
7,5,"Group:[types=['Group', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
7,4,"Group:[types=['Group', 'HStack'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
7,5,"Group:[types=['Group', 'HStack', 'VStack'], roles=['Decoration', 'Highlight', 'Title']]"
7,1,"Group:[types=['Group', 'Text'], roles=['Decoration', 'Highlight', 'Marker']]"
7,5,"Group:[types=['SVG', 'Table'], roles=['Description', 'Highlight']]"
7,3,"Group:[types=['SVG', 'Table', 'Text'], roles=['Background', 'Description']]"
7,4,"Group:[types=['Group', 'Image', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description']]"
7,5,"Group:[types=['Chart', 'HStack', 'SVG'], roles=['Background', 'Description']]"
7,5,"Group:[types=['Group', 'Text'], roles=['Background', 'Decoration', 'Highlight']]"
7,4,"Group:[types=['SVG', 'Text'], roles=['Background', 'Separator', 'Subtitle', 'Title']]"
7,1,"Group:[types=['Text', 'VStack'], roles=['Highlight']]"
7,6,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
7,4,"Group:[types=['Chart', 'SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Title']]"
7,4,"Group:[types=['Image', 'Text'], roles=['Background', 'Highlight', 'Title']]"
7,3,"Group:[types=['Image', 'Text'], roles=['Description', 'Marker']]"
7,2,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Separator', 'Title']]"
7,4,"Group:[types=['Image', 'SVG'], roles=['Background', 'Separator']]"
7,5,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description']]"
7,7,"Group:[types=['Group', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
7,7,"Group:[types=['Group', 'HStack', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
7,7,"Group:[types=['Group', 'HStack', 'VStack'], roles=['Description', 'Separator', 'Title']]"
7,5,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
7,6,"Group:[types=['HStack', 'Image'], roles=['Decoration', 'Title']]"
7,5,"Group:[types=['Frame'], roles=['Background']]"
7,4,"Group:[types=['Group'], roles=['Description', 'Marker', 'Separator']]"
7,6,"Group:[types=['Image', 'Text'], roles=['Background', 'Decoration', 'Description']]"
7,7,"Group:[types=['HStack', 'SVG', 'VStack'], roles=['Decoration', 'Title']]"
7,4,"Group:[types=['Image', 'SVG'], roles=['Background', 'Description']]"
7,4,"Group:[types=['HStack', 'Image', 'VStack'], roles=['Decoration', 'Description']]"
7,4,"Group:[types=['Group', 'HStack', 'Text'], roles=['Decoration', 'Highlight', 'Title']]"
7,6,"Group:[types=['SVG', 'Video'], roles=['Background', 'Decoration']]"
7,4,"Group:[types=['Chart', 'Group', 'VStack'], roles=['Description', 'Highlight', 'Title']]"
7,2,"Group:[types=['Qrcode', 'SVG'], roles=['Background', 'Decoration', 'Description']]"
7,4,"Group:[types=['HStack', 'SVG', 'VStack'], roles=['Background', 'Description', 'Separator', 'Title']]"
7,7,"Group:[types=['Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Subtitle']]"
7,7,"Group:[types=['Group', 'HStack', 'Text'], roles=['Background', 'Decoration', 'Description', 'Title']]"
7,3,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Marker', 'Title']]"
7,4,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Description', 'Highlight']]"
7,3,"Group:[types=['Group', 'VStack'], roles=['Description', 'Subtitle']]"
7,4,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Description', 'Highlight', 'Subtitle', 'Title']]"
7,1,"Group:[types=['Chart', 'SVG', 'Text'], roles=['Decoration', 'Highlight', 'Title']]"
7,2,"Group:[types=['Group', 'Image', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
7,1,"Group:[types=['SVG', 'Text', 'VStack'], roles=[]]"
7,4,"Group:[types=['Chart', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight']]"
7,2,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Marker', 'Title']]"
7,5,"Group:[types=['Group', 'SVG', 'Table'], roles=['Background', 'Decoration', 'Description', 'Title']]"
7,4,"Group:[types=['Image'], roles=['Marker']]"
7,3,"Group:[types=['Text', 'VStack'], roles=['Description', 'Separator', 'Title']]"
7,5,"Group:[types=['Image', 'SVG', 'Text'], roles=['Decoration', 'Highlight', 'Title']]"
7,3,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Description']]"
7,4,"Group:[types=['HStack', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Title']]"
7,6,"Group:[types=['HStack', 'Image', 'SVG'], roles=['Decoration', 'Description', 'Separator']]"
7,3,"Group:[types=['Group', 'Text', 'VStack'], roles=['Description', 'Highlight', 'Separator']]"
7,4,"Group:[types=['Image', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description']]"
7,4,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Background', 'Highlight', 'Title']]"
7,5,"Group:[types=['SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight', 'Subtitle', 'Title']]"
7,5,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Decoration', 'Title']]"
7,5,"Group:[types=['SVG', 'Text', 'Video'], roles=['Background', 'Decoration', 'Description', 'Title']]"
7,5,"Group:[types=['Group', 'Text'], roles=['Background', 'Subtitle']]"
7,1,"Group:[types=['Chart', 'HStack'], roles=['Highlight']]"
7,3,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Decoration', 'Highlight', 'Title']]"
7,1,"Group:[types=['Chart', 'Group', 'Image'], roles=['Decoration']]"
7,2,"Group:[types=['Chart', 'HStack', 'VStack'], roles=['Description']]"
7,4,"Group:[types=['Group', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Separator', 'Subtitle', 'Title']]"
7,6,"Group:[types=['Table', 'Text'], roles=['Decoration', 'Highlight']]"
7,4,"Group:[types=['SVG', 'Text', 'Video'], roles=['Decoration', 'Subtitle', 'Title']]"
7,6,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
7,5,"Group:[types=['Group', 'Table'], roles=['Background', 'Decoration', 'Description']]"
7,4,"Group:[types=['Group', 'HStack'], roles=['Separator', 'Title']]"
7,1,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Marker', 'Separator']]"
7,3,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Description', 'Marker', 'Separator']]"
7,2,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Title']]"
7,3,"Group:[types=['Chart', 'HStack', 'SVG', 'Text'], roles=['Background', 'Description', 'Title']]"
7,3,"Group:[types=['LayeredDiagram', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description']]"
7,4,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Description', 'Subtitle', 'Title']]"
7,3,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight']]"
7,3,"Group:[types=['Group', 'Quadrant', 'SVG'], roles=['Background', 'Description', 'Separator']]"
7,3,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Description']]"
7,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Decoration', 'Marker', 'Separator', 'Title']]"
7,3,"Group:[types=['SVG', 'Text'], roles=['Background', 'Marker', 'Separator', 'Title']]"
6,1,"Group:[types=['Text', 'VStack', 'ZStack'], roles=['Decoration', 'Description', 'Title']]"
6,2,"Group:[types=['Text', 'ZStack'], roles=['Description', 'Highlight']]"
6,1,"Group:[types=['SVG', 'ZStack'], roles=['Decoration', 'Description']]"
6,3,"ZStack:[types=['SVG', 'Text'], roles=['Decoration']]"
6,1,"Group:[types=['Chart', 'VStack', 'ZStack'], roles=['Description', 'Title']]"
6,1,"ZStack:[types=['SVG', 'VStack', 'ZStack'], roles=['Background', 'Description', 'Marker']]"
6,1,"ZStack:[types=['Chart', 'Group', 'SVG'], roles=['Background', 'Description', 'Title']]"
6,1,"ZStack:[types=['SVG', 'VStack'], roles=['Background', 'Description', 'Separator']]"
6,1,"Group:[types=['SVG', 'Text', 'ZStack'], roles=['Background', 'Description', 'Highlight', 'Title']]"
6,1,"ZStack:[types=['Chart', 'SVG'], roles=['Decoration', 'Description']]"
6,1,"ZStack:[types=['Group', 'SVG'], roles=['Background', 'Separator']]"
6,2,"Group:[types=['Group', 'VStack'], roles=['Decoration', 'Description', 'Marker', 'Separator']]"
6,1,"ZStack:[types=['Group', 'Image'], roles=['Background']]"
6,1,"ZStack:[types=['Chart', 'SVG'], roles=['Decoration']]"
6,2,"Group:[types=['Chart', 'Group', 'SVG', 'Text'], roles=['Background', 'Description', 'Highlight']]"
6,2,"Group:[types=['Group', 'Text'], roles=['Description', 'Highlight', 'Separator']]"
6,5,"Group:[types=['Image', 'VStack'], roles=['Background', 'Description']]"
6,2,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Separator', 'Title']]"
6,4,"Group:[types=['HStack', 'Image', 'Text'], roles=['Decoration', 'Description', 'Title']]"
6,3,"Group:[types=['Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
6,2,"Group:[types=['Group', 'HStack', 'Text'], roles=['Description', 'Marker']]"
6,3,"Group:[types=['Chart', 'SVG', 'Text', 'VStack'], roles=['Background', 'Description']]"
6,1,"Group:[types=['Group', 'VStack'], roles=['Marker', 'Title']]"
6,5,"Group:[types=['Chart', 'Group', 'SVG'], roles=['Background', 'Description', 'Highlight', 'Title']]"
6,3,"Group:[types=['LayeredDiagram', 'SVG'], roles=['Description', 'Separator']]"
6,4,"Group:[types=['Group', 'Table'], roles=['Background', 'Description', 'Title']]"
6,6,"Group:[types=['HStack', 'SVG', 'Table'], roles=['Background', 'Description']]"
6,2,"Group:[types=['SVG', 'Text'], roles=['Description', 'Highlight', 'Marker']]"
6,3,"Group:[types=['Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight', 'Marker']]"
6,6,"Group:[types=['Group', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
6,3,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Subtitle', 'Title']]"
6,5,"Group:[types=['Group', 'SVG', 'Text'], roles=['Separator', 'Subtitle', 'Title']]"
6,2,"Group:[types=['Group', 'Image', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Marker']]"
6,4,"Group:[types=['LayeredDiagram', 'SVG'], roles=['Decoration', 'Highlight']]"
6,5,"Group:[types=['Group', 'Image', 'VStack'], roles=['Decoration', 'Description', 'Highlight']]"
6,4,"Group:[types=['LayeredDiagram', 'SVG', 'Text'], roles=['Decoration', 'Description']]"
6,4,"Group:[types=['Group', 'Image', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
6,4,"Group:[types=['Group', 'Table'], roles=['Decoration', 'Description', 'Highlight']]"
6,5,"Group:[types=['Image', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
6,3,"Group:[types=['Table', 'Text'], roles=['Description', 'Highlight']]"
6,4,"Group:[types=['Group', 'Text'], roles=['Background', 'Description', 'Subtitle', 'Title']]"
6,6,"Group:[types=['Gantt', 'Group'], roles=['Description', 'Title']]"
6,4,"Group:[types=['HStack', 'SVG'], roles=['Decoration', 'Separator', 'Title']]"
6,6,"Group:[types=['Group', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description']]"
6,3,"Group:[types=['SVG', 'Text'], roles=['Highlight', 'Separator', 'Subtitle', 'Title']]"
6,2,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Marker', 'Title']]"
6,3,"Group:[types=['Frame', 'VStack'], roles=['Decoration', 'Description']]"
6,3,"Group:[types=['HStack', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
6,5,"Group:[types=['Group', 'HStack', 'Image', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Title']]"
6,2,"Group:[types=['Image', 'SVG', 'Text'], roles=[]]"
6,2,"Group:[types=['Image', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Marker', 'Separator']]"
6,4,"Group:[types=['Group', 'SVG'], roles=['Highlight', 'Separator', 'Title']]"
6,3,"Group:[types=['HStack', 'Text'], roles=['Description', 'Separator']]"
6,2,"Group:[types=['Qrcode', 'Text'], roles=['Description', 'Title']]"
6,2,"Group:[types=['SVG', 'VennDiagram'], roles=['Highlight', 'Separator']]"
6,3,"Group:[types=['HStack', 'SVG', 'Table'], roles=['Description', 'Separator']]"
6,5,"Group:[types=['Group', 'LayeredDiagram', 'VStack'], roles=['Description', 'Highlight']]"
6,5,"Group:[types=['Image', 'Text'], roles=['Background', 'Decoration']]"
6,3,"Group:[types=['HStack', 'Image', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description']]"
6,3,"Group:[types=['SVG', 'Table', 'VStack'], roles=['Background', 'Description']]"
6,2,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Description', 'Highlight', 'Marker']]"
6,5,"Group:[types=['Group', 'Image'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
6,5,"Group:[types=['SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Separator', 'Title']]"
6,4,"Group:[types=['HStack', 'Image', 'Text'], roles=['Background', 'Description', 'Title']]"
6,3,"Group:[types=['Group', 'Text', 'VStack'], roles=['Description', 'Marker']]"
6,4,"Group:[types=['Group', 'Text'], roles=['Background', 'Highlight', 'Title']]"
6,6,"Group:[types=['Group', 'Image', 'VStack'], roles=['Background', 'Description']]"
6,4,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
6,4,"Group:[types=['Group', 'SVG'], roles=['Decoration', 'Description', 'Marker', 'Title']]"
6,3,"Group:[types=['Chart', 'Text'], roles=['Decoration', 'Description']]"
6,3,"Group:[types=['Group', 'Image', 'Text'], roles=['Decoration', 'Description', 'Marker', 'Title']]"
6,5,"Group:[types=['Group', 'HStack', 'Image'], roles=['Background', 'Description', 'Title']]"
6,1,"Group:[types=['Group', 'Quadrant', 'SVG'], roles=['Background', 'Separator', 'Title']]"
6,4,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Marker']]"
6,3,"Group:[types=['Group', 'VennDiagram'], roles=['Background', 'Description']]"
6,3,"Group:[types=['Image', 'Text'], roles=['Description', 'Subtitle', 'Title']]"
6,1,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Marker', 'Separator', 'Title']]"
6,6,"Group:[types=['Group', 'HStack', 'SVG', 'VStack'], roles=['Background', 'Description', 'Separator', 'Title']]"
6,4,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Subtitle', 'Title']]"
6,1,"Group:[types=['Group', 'Image'], roles=['Background', 'Description', 'Highlight', 'Separator']]"
6,4,"Group:[types=['VStack', 'Video'], roles=['Decoration', 'Description']]"
6,5,"Group:[types=['Table', 'Text'], roles=['Background', 'Highlight']]"
6,2,"Group:[types=['Group', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Marker']]"
6,1,"Group:[types=['SVG', 'Video'], roles=['Decoration', 'Highlight']]"
6,3,"Group:[types=['Group'], roles=['Description', 'Subtitle']]"
6,3,"Group:[types=['Group', 'Table', 'Text'], roles=['Description']]"
6,6,"Group:[types=['Group', 'Video'], roles=['Decoration', 'Title']]"
6,4,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
6,3,"Group:[types=['Group', 'Table'], roles=['Description', 'Separator', 'Title']]"
6,3,"Group:[types=['SVG', 'Table', 'Text'], roles=['Background', 'Decoration', 'Description']]"
6,3,"Group:[types=['Qrcode', 'Text'], roles=['Description']]"
6,3,"Group:[types=['SVG', 'Table'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
6,1,"Group:[types=['Chart', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Separator', 'Title']]"
6,2,"Group:[types=['Group', 'HStack', 'Table'], roles=['Description', 'Highlight']]"
6,2,"Group:[types=['Group', 'HStack', 'Image', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
6,1,"Group:[types=['Chart', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Separator', 'Title']]"
6,4,"Group:[types=['Group', 'SVG', 'Table'], roles=['Background', 'Description', 'Separator']]"
6,3,"Group:[types=['Group', 'HStack', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
6,2,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Highlight', 'Separator', 'Title']]"
6,1,"Group:[types=['HStack', 'Image', 'Text'], roles=['Decoration', 'Description', 'Marker']]"
6,2,"Group:[types=['Group', 'VStack'], roles=['Background', 'Description', 'Highlight', 'Marker']]"
6,1,"Group:[types=['Chart', 'Group', 'Text'], roles=['Decoration', 'Highlight']]"
6,1,"Group:[types=['Group', 'HStack', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Title']]"
5,2,"Group:[types=['HStack', 'SVG'], roles=['Background']]"
5,2,"ZStack:[types=['SVG', 'VStack'], roles=['Background', 'Description']]"
5,2,"Group:[types=['HStack', 'SVG'], roles=[]]"
5,2,"Group:[types=['SVG', 'VennDiagram'], roles=['Description', 'Separator']]"
5,3,"Group:[types=['Group', 'HStack', 'Text'], roles=['Decoration', 'Subtitle', 'Title']]"
5,3,"Group:[types=['Group', 'Text', 'VStack'], roles=['Decoration', 'Subtitle', 'Title']]"
5,4,"Group:[types=['Group', 'LayeredDiagram', 'VStack'], roles=['Decoration', 'Description']]"
